<DEBUG> 23-Jan-2020::04:00:23.992 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select" op read
<DEBUG> 23-Jan-2020::04:00:24.218 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show" op read
<DEBUG> 23-Jan-2020::04:00:24.266 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "select" op read
<DEBUG> 23-Jan-2020::04:00:24.311 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select id" op read
<DEBUG> 23-Jan-2020::04:00:24.311 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select disableZoneLevelLoopDetection" op read
<DEBUG> 23-Jan-2020::04:00:24.311 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select cac" op read
<DEBUG> 23-Jan-2020::04:00:24.312 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select messageManipulation" op read
<DEBUG> 23-Jan-2020::04:00:24.312 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select dnsGroup" op read
<DEBUG> 23-Jan-2020::04:00:24.312 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select remoteDeviceType" op read
<DEBUG> 23-Jan-2020::04:00:24.313 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select domainName" op read
<DEBUG> 23-Jan-2020::04:00:24.313 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select sipRegRelay" op read
<DEBUG> 23-Jan-2020::04:00:24.313 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select dialogTransparency" op read
<DEBUG> 23-Jan-2020::04:00:24.314 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select retargetSupport" op read
<DEBUG> 23-Jan-2020::04:00:24.314 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select advancePeerControl" op read
<DEBUG> 23-Jan-2020::04:00:24.315 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select flexiblePolicyAdapterProfile" op read
<DEBUG> 23-Jan-2020::04:00:24.315 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select gtProfileName" op read
<DEBUG> 23-Jan-2020::04:00:24.315 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select sipHeaderForAnonymousCall" op read
<DEBUG> 23-Jan-2020::04:00:24.316 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone | select causeCodeMapping" op read
